,e_idx,x,y,z
0,0.0,0.8760747909545898,1.5900107622146606,3.773930788040161
1,1.0,1.5967539548873901,0.1331295669078827,0.46855151653289795
2,2.0,0.4954930543899536,3.2623202800750732,1.5725700855255127
3,3.0,1.8776729106903076,3.819901466369629,0.4370921850204468
4,4.0,2.575970411300659,2.4977517127990723,0.639897882938385
5,5.0,1.7195717096328735,0.25255051255226135,0.6364910006523132
6,6.0,1.5356906652450562,0.6265472173690796,0.788684070110321
7,7.0,1.6209310293197632,0.19724659621715546,0.3647508919239044
8,8.0,1.5241115093231201,3.536301612854004,1.0661892890930176
9,9.0,1.7717324495315552,0.4964052736759186,0.326113760471344
10,10.0,1.8945869207382202,3.2392354011535645,2.681830406188965
11,11.0,0.8576947450637817,0.35260626673698425,1.0005816221237183
12,12.0,1.3934282064437866,0.6616989374160767,0.6005252003669739
13,13.0,1.6449072360992432,0.39693185687065125,0.490452378988266
14,0.0,0.4822765290737152,2.3036842346191406,1.9994248151779175
15,1.0,1.5874881744384766,2.9524505138397217,2.7813844680786133
16,2.0,0.4448068141937256,3.610767126083374,1.1920888423919678
17,3.0,0.30033138394355774,3.0278279781341553,2.8249258995056152
18,4.0,2.3527088165283203,1.0768229961395264,0.508503258228302
19,5.0,2.6464476585388184,2.5503523349761963,0.3780335485935211
20,6.0,2.987180233001709,0.07840853184461594,0.3421197235584259
21,7.0,1.5608055591583252,3.6362874507904053,0.530842125415802
22,8.0,3.3724050521850586,3.5985331535339355,1.4186047315597534
23,9.0,2.474147081375122,1.8606245517730713,1.4683914184570312
24,10.0,2.7217910289764404,2.500962257385254,3.369047164916992
25,11.0,1.6536710262298584,1.2751269340515137,2.6841671466827393
26,12.0,2.947894334793091,0.6062970757484436,2.9010169506073
27,13.0,3.8101258277893066,0.8225917220115662,2.583843469619751
28,0.0,3.6612350940704346,0.669407069683075,3.8029000759124756
29,1.0,3.0366384983062744,0.5437613129615784,1.1781426668167114
30,2.0,3.2985422611236572,3.38366436958313,0.500420868396759
31,3.0,2.921274185180664,0.45739132165908813,0.8591704368591309
32,4.0,3.4984748363494873,0.015571813099086285,0.6178508400917053
33,5.0,2.501955986022949,3.7054319381713867,3.7989683151245117
34,6.0,3.4248530864715576,0.31860318779945374,0.8648375868797302
35,7.0,3.3515565395355225,0.23267976939678192,0.7559507489204407
36,8.0,3.298985719680786,0.30523326992988586,1.2381254434585571
37,9.0,3.673091411590576,0.6942063570022583,0.702085018157959
38,10.0,2.1000707149505615,0.7128375172615051,3.568220376968384
39,11.0,3.7078287601470947,0.2803908884525299,0.559730589389801
40,12.0,3.4904274940490723,3.3377292156219482,0.9205905199050903
41,13.0,2.774614095687866,0.40888097882270813,0.7974161505699158
42,0.0,1.2950268983840942,1.3752847909927368,0.7969156503677368
43,1.0,1.5468392372131348,1.663939118385315,0.4844506084918976
44,2.0,1.4631866216659546,0.2612338364124298,3.6266918182373047
45,3.0,1.420823335647583,1.8242690563201904,3.4702281951904297
46,4.0,0.9946993589401245,0.4213801920413971,0.6183395385742188
47,5.0,1.9335744380950928,1.8035086393356323,0.2217632681131363
48,6.0,1.7084197998046875,1.1384556293487549,0.5192397832870483
49,7.0,1.6261179447174072,1.6659913063049316,0.5288898348808289
50,8.0,1.5086476802825928,1.9409575462341309,0.9842714667320251
51,9.0,3.6761488914489746,1.5906296968460083,1.3540716171264648
52,10.0,1.612412691116333,2.009427785873413,0.5192724466323853
53,11.0,0.6708891987800598,2.4034366607666016,0.9211177229881287
54,12.0,0.6606553792953491,1.396507978439331,3.670057535171509
55,13.0,1.69536554813385,1.7759042978286743,0.13791969418525696
56,0.0,1.4100195169448853,3.1031713485717773,3.738595962524414
57,1.0,1.4805396795272827,1.3293030261993408,0.901827871799469
58,2.0,1.6273759603500366,1.6890878677368164,0.5140036344528198
59,3.0,1.6685866117477417,2.586578130722046,0.42838147282600403
60,4.0,1.7789928913116455,1.5501919984817505,1.3477206230163574
61,5.0,1.162164568901062,1.2505462169647217,0.7206209897994995
62,6.0,1.8822187185287476,1.278674840927124,1.0838617086410522
63,7.0,2.106491804122925,1.1004372835159302,1.4680438041687012
64,8.0,0.44335874915122986,2.9096269607543945,3.422698497772217
65,9.0,3.2825958728790283,0.9557599425315857,1.408048391342163
66,10.0,1.4497642517089844,1.6816532611846924,0.6690539717674255
67,11.0,1.214943289756775,1.4887232780456543,0.6821052432060242
68,12.0,1.9636530876159668,1.2759284973144531,0.8788493871688843
69,13.0,1.463188886642456,1.4950158596038818,1.0417097806930542
70,0.0,1.374693512916565,1.1755732297897339,0.5652404427528381
71,1.0,1.6100927591323853,1.1644937992095947,0.2698856592178345
72,2.0,1.2725471258163452,1.6879467964172363,0.6749501824378967
73,3.0,1.8776799440383911,1.5714610815048218,0.903652012348175
74,4.0,1.065916657447815,0.9059456586837769,0.2857348322868347
75,5.0,1.1320397853851318,0.7634392380714417,0.9564879536628723
76,6.0,1.1515204906463623,1.2001729011535645,0.3586678206920624
77,7.0,0.7430964112281799,1.6089344024658203,0.9896233081817627
78,8.0,1.2121323347091675,1.1059443950653076,0.5258576273918152
79,9.0,1.0312445163726807,1.4863975048065186,0.7057917714118958
80,10.0,2.0420403480529785,2.981783866882324,2.559746265411377
81,11.0,1.1055728197097778,1.6485949754714966,1.0238145589828491
82,12.0,1.4975558519363403,1.9076597690582275,1.1570545434951782
83,13.0,1.3440693616867065,0.7750117778778076,1.1022123098373413
84,0.0,1.1912027597427368,0.6543900370597839,2.4913976192474365
85,1.0,0.9403718113899231,0.8361656665802002,2.909017324447632
86,2.0,1.527684211730957,2.7869062423706055,3.0041816234588623
87,3.0,2.0650649070739746,0.8428440690040588,2.8231770992279053
88,4.0,1.1097943782806396,1.3415024280548096,1.9972513914108276
89,5.0,1.3449596166610718,0.41900596022605896,2.2086119651794434
90,6.0,0.7712329030036926,0.5056085586547852,1.3573158979415894
91,7.0,1.474819302558899,0.5485957860946655,2.5256433486938477
92,8.0,1.3695762157440186,0.5877185463905334,2.748722553253174
93,9.0,1.200582504272461,0.5493353605270386,3.0653798580169678
94,10.0,0.9926767945289612,1.4538766145706177,3.2657954692840576
95,11.0,1.3583756685256958,3.377284049987793,3.158729314804077
96,12.0,0.20524603128433228,3.764909029006958,1.009534478187561
97,13.0,0.9575260877609253,0.5368038415908813,2.545438766479492
98,0.0,0.14263533055782318,0.9412420392036438,0.7472769618034363
99,1.0,2.6754088401794434,2.0587611198425293,3.5764286518096924
100,2.0,2.216521978378296,2.8969757556915283,1.0428707599639893
101,3.0,3.3076999187469482,3.0616164207458496,2.1813862323760986
102,4.0,2.1787197589874268,3.271470546722412,2.5181877613067627
103,5.0,2.906439781188965,1.0116989612579346,1.9144260883331299
104,6.0,0.8609989285469055,1.695787787437439,2.2577381134033203
105,7.0,0.7783722877502441,2.2467429637908936,1.7304201126098633
106,8.0,1.056427240371704,2.931431293487549,0.035593967884778976
107,9.0,2.8118720054626465,2.920600175857544,3.348297357559204
108,10.0,0.4645973742008209,3.6102399826049805,0.9840732216835022
109,11.0,3.2893316745758057,1.2707045078277588,3.495027542114258
110,12.0,2.9265594482421875,1.8929203748703003,0.16447289288043976
111,13.0,1.9398818016052246,1.0669455528259277,1.7898790836334229
112,0.0,3.6505539417266846,0.7726118564605713,2.1228177547454834
113,1.0,0.37298083305358887,1.3549609184265137,0.028204387053847313
114,2.0,1.8105379343032837,2.0764708518981934,2.019007921218872
115,3.0,1.299565315246582,2.901959180831909,3.1459460258483887
116,4.0,3.1282882690429688,3.3460757732391357,0.8319721221923828
117,5.0,1.0189629793167114,0.5398505330085754,0.7163695096969604
118,6.0,2.733466148376465,0.2332937866449356,0.9988369941711426
119,7.0,0.47626450657844543,2.048095941543579,1.3630061149597168
120,8.0,2.8023178577423096,3.234755277633667,2.840839147567749
121,9.0,1.8823816776275635,1.3042489290237427,3.64990234375
122,10.0,0.24898265302181244,2.718301773071289,0.8220422863960266
123,11.0,2.6027936935424805,1.5352128744125366,1.8669759035110474
124,12.0,0.19440054893493652,0.1738121062517166,3.010848045349121
125,13.0,1.6394836902618408,3.6462454795837402,2.0401790142059326
126,0.0,2.9629008769989014,1.4133262634277344,0.16511887311935425
127,1.0,1.638738751411438,0.7989040613174438,2.832832098007202
128,2.0,3.1420655250549316,0.10203791409730911,1.9891682863235474
129,3.0,1.261310338973999,3.8346729278564453,3.523437261581421
130,4.0,3.3639707565307617,2.743067979812622,3.0652661323547363
131,5.0,0.17159919440746307,0.9239029288291931,0.4607416093349457
132,6.0,1.1469950675964355,1.9913548231124878,3.706888437271118
133,7.0,1.2892900705337524,2.0311055183410645,1.4793672561645508
134,8.0,2.617302417755127,1.9458246231079102,1.2716240882873535
135,9.0,0.3590436577796936,1.056618094444275,0.8914205431938171
136,10.0,2.1953022480010986,3.380859375,0.8238591551780701
137,11.0,0.6050743460655212,3.673859119415283,0.12039288878440857
138,12.0,2.2453737258911133,2.4476473331451416,2.729311227798462
139,13.0,3.1023318767547607,0.6985763311386108,2.92055082321167
140,0.0,3.548579216003418,0.3420005738735199,0.4032614827156067
141,1.0,0.3323443531990051,3.6790223121643066,1.184617042541504
142,2.0,0.7386197447776794,0.3584677577018738,1.6841626167297363
143,3.0,0.03878733515739441,0.15185000002384186,1.2065356969833374
144,4.0,0.17073951661586761,0.03779003769159317,1.8290067911148071
145,5.0,3.4342195987701416,1.892287015914917,1.397898554801941
146,6.0,0.23868869245052338,0.6294520497322083,1.2850738763809204
147,7.0,1.5061349868774414,1.5251805782318115,2.311022996902466
148,8.0,0.131920725107193,0.13220757246017456,1.7420250177383423
149,9.0,0.028893372043967247,3.1976656913757324,1.0510766506195068
150,10.0,2.738037109375,3.6599717140197754,1.2971266508102417
151,11.0,0.24915555119514465,0.21585172414779663,1.4639004468917847
152,12.0,3.811500072479248,3.853159189224243,1.2909259796142578
153,13.0,0.22915153205394745,0.6939318180084229,1.2274219989776611
154,0.0,0.19942377507686615,0.05709363892674446,0.6634457111358643
155,1.0,0.3785732388496399,0.010251211002469063,1.1481519937515259
156,2.0,0.022927887737751007,3.255953311920166,0.8698524236679077
157,3.0,3.496016502380371,3.4821090698242188,0.22727246582508087
158,4.0,0.3011879324913025,0.5083020329475403,1.4273381233215332
159,5.0,3.748798131942749,0.15595082938671112,0.8483001589775085
160,6.0,0.3307653069496155,0.7804461717605591,0.4482495188713074
161,7.0,0.08080478012561798,0.36770638823509216,2.0455198287963867
162,8.0,3.8182127475738525,3.757141590118408,2.094461441040039
163,9.0,0.011158856563270092,0.13063117861747742,1.2785142660140991
164,10.0,3.8467674255371094,3.884446859359741,0.7194514870643616
165,11.0,1.4636627435684204,2.814871072769165,0.7594051361083984
166,12.0,0.13377803564071655,0.03525267913937569,0.8542527556419373
167,13.0,0.052886951714754105,0.12075919657945633,0.7541943788528442
168,0.0,0.2995840609073639,3.036461353302002,1.1355936527252197
169,1.0,1.2869980335235596,1.1476383209228516,3.6534247398376465
170,2.0,3.0945818424224854,2.0934791564941406,1.257670521736145
171,3.0,0.5959184169769287,0.6207924485206604,0.03422275185585022
172,4.0,0.8156603574752808,0.7515468001365662,0.9627269506454468
173,5.0,3.1895546913146973,3.052426815032959,1.9264706373214722
174,6.0,1.798195719718933,3.7151570320129395,1.409940242767334
175,7.0,0.8502649664878845,3.072580337524414,3.8263843059539795
176,8.0,1.1378803253173828,2.2315750122070312,3.029291868209839
177,9.0,0.7617744207382202,1.205694556236267,1.5725626945495605
178,10.0,2.8032066822052,1.8735628128051758,2.8156960010528564
179,11.0,2.437882661819458,1.0296728610992432,2.896791696548462
180,12.0,2.286395788192749,3.3898229598999023,3.5618128776550293
181,13.0,3.3278872966766357,0.34445470571517944,2.636946678161621
182,0.0,0.3449590802192688,0.6729346513748169,0.0969545841217041
183,1.0,0.47125035524368286,1.688847541809082,3.070544719696045
184,2.0,0.39007940888404846,0.025270171463489532,0.24405643343925476
185,3.0,0.6446797251701355,0.7632129788398743,0.23490947484970093
186,4.0,1.0508934259414673,0.6113801598548889,0.4364129304885864
187,5.0,1.2367490530014038,0.8069351315498352,1.1313800811767578
188,6.0,0.8893436193466187,1.0839159488677979,0.3213880956172943
189,7.0,0.9803304672241211,0.8242260217666626,0.6611495018005371
190,8.0,0.8261208534240723,1.0734949111938477,0.30839914083480835
191,9.0,3.537667751312256,0.15259692072868347,1.894711971282959
192,10.0,0.9791247844696045,0.8603180050849915,0.2505984306335449
193,11.0,0.3859211206436157,0.968978226184845,0.25941550731658936
194,12.0,0.5193002223968506,1.0223029851913452,0.2851317822933197
195,13.0,0.6255284547805786,3.2089149951934814,0.2557317912578583
196,0.0,0.9289562106132507,1.9591501951217651,0.7300102710723877
197,1.0,1.4993785619735718,1.248612880706787,1.2726210355758667
198,2.0,0.8455458879470825,1.5241789817810059,1.3902387619018555
199,3.0,0.7065837979316711,1.2700154781341553,1.7554962635040283
200,4.0,0.9588600397109985,0.49823394417762756,0.9035032391548157
201,5.0,2.450651168823242,2.308035135269165,2.288092851638794
202,6.0,0.28484705090522766,1.1884381771087646,0.27147677540779114
203,7.0,0.6266961693763733,1.756328821182251,0.5998353362083435
204,8.0,0.9460653066635132,1.7493788003921509,1.151602029800415
205,9.0,0.4225107729434967,2.134315013885498,1.456776738166809
206,10.0,1.546814203262329,1.4435096979141235,1.1439849138259888
207,11.0,1.598899483680725,2.010556936264038,1.4670679569244385
208,12.0,1.8495181798934937,1.5411664247512817,3.6897640228271484
209,13.0,1.6783182621002197,0.8321295976638794,2.3897545337677
210,0.0,3.049999475479126,0.4105682075023651,0.08918556571006775
211,1.0,3.2486565113067627,2.0870678424835205,0.6065084338188171
212,2.0,0.7639594674110413,2.41382098197937,1.1333588361740112
213,3.0,0.30010348558425903,0.6400999426841736,3.773587942123413
214,4.0,1.0058543682098389,3.047565221786499,0.03174909949302673
215,5.0,1.8082869052886963,1.2497576475143433,2.901738405227661
216,6.0,3.6471381187438965,0.22631071507930756,2.2262160778045654
217,7.0,3.6203854084014893,2.0306718349456787,0.27359870076179504
218,8.0,2.4052975177764893,2.960019111633301,0.8619281053543091
219,9.0,1.3385766744613647,0.875359296798706,1.3014817237854004
220,10.0,3.366663694381714,2.3049814701080322,2.252591609954834
221,11.0,0.14449098706245422,3.2971460819244385,1.359970211982727
222,12.0,3.028268575668335,0.9250070452690125,2.9218006134033203
223,13.0,1.34103262424469,3.690065383911133,2.135199546813965
224,0.0,1.550265908241272,3.3642308712005615,2.4043519496917725
225,1.0,1.1938172578811646,1.156671404838562,2.441375494003296
226,2.0,2.3703949451446533,0.47025030851364136,0.5662930607795715
227,3.0,2.644270658493042,2.6684138774871826,3.1464312076568604
228,4.0,3.175661087036133,0.8697377443313599,2.224525213241577
229,5.0,1.0667442083358765,0.512203574180603,1.311727523803711
230,6.0,3.732508420944214,3.2024831771850586,3.257626533508301
231,7.0,3.114644765853882,2.664684295654297,0.3577929735183716
232,8.0,2.1227056980133057,2.4100232124328613,0.846885085105896
233,9.0,0.022264700382947922,0.018950486555695534,0.8908054232597351
234,10.0,0.8283707499504089,2.4999706745147705,2.8813700675964355
235,11.0,1.6524217128753662,1.4758189916610718,1.686126708984375
236,12.0,3.454557418823242,2.5778725147247314,1.5309092998504639
237,13.0,3.533867359161377,3.575469732284546,3.155118703842163
238,0.0,2.210897207260132,1.992153286933899,1.5441310405731201
239,1.0,0.0912729874253273,1.439193844795227,1.080367088317871
240,2.0,3.4684762954711914,3.5936355590820312,1.8720426559448242
241,3.0,3.6669888496398926,0.8972297310829163,2.9749443531036377
242,4.0,0.6353965997695923,0.21294550597667694,3.1217169761657715
243,5.0,2.9520092010498047,1.3372607231140137,3.477205276489258
244,6.0,1.8150033950805664,1.168622612953186,3.8844950199127197
245,7.0,1.9602560997009277,3.0641610622406006,1.9289740324020386
246,8.0,1.706328272819519,2.064462900161743,0.10688477754592896
247,9.0,1.171177625656128,0.8168540000915527,2.215461015701294
248,10.0,3.7201550006866455,2.765164613723755,3.8276078701019287
249,11.0,2.947155475616455,3.430300235748291,0.23728087544441223
250,12.0,2.978736639022827,1.3497217893600464,0.12166118621826172
251,13.0,2.9593594074249268,2.3391151428222656,3.488825559616089
252,0.0,0.46550944447517395,0.9378812313079834,0.884458065032959
253,1.0,0.021400349214673042,1.2614091634750366,0.8825737237930298
254,2.0,0.13567166030406952,2.1602277755737305,2.5625417232513428
255,3.0,3.6593120098114014,1.4359779357910156,0.5876110196113586
256,4.0,1.5964277982711792,0.3852275013923645,0.16516518592834473
257,5.0,0.4913519620895386,1.0179457664489746,1.1574941873550415
258,6.0,0.27187037467956543,1.233284592628479,1.0441919565200806
259,7.0,0.2260991781949997,1.548465609550476,0.9796503186225891
260,8.0,3.6989169120788574,1.3284857273101807,1.442710518836975
261,9.0,3.7434654235839844,2.6520798206329346,0.8267268538475037
262,10.0,3.7897396087646484,1.2704694271087646,1.1283512115478516
263,11.0,3.854356527328491,1.5217101573944092,1.2338615655899048
264,12.0,0.36102545261383057,1.4201833009719849,0.8803362250328064
265,13.0,0.15659230947494507,0.8486164808273315,1.0761713981628418
266,0.0,1.2840532064437866,0.09236487001180649,0.6700091361999512
267,1.0,1.27590012550354,0.20960696041584015,0.4455568492412567
268,2.0,0.9290210008621216,1.1553966999053955,1.2869404554367065
269,3.0,0.6187438368797302,3.781851053237915,0.4375699758529663
270,4.0,1.3841021060943604,0.6310182809829712,0.35282188653945923
271,5.0,1.0119948387145996,0.15487007796764374,1.136444330215454
272,6.0,0.5388920307159424,0.13920991122722626,0.030671650543808937
273,7.0,1.1230247020721436,0.5337474346160889,0.6726371049880981
274,8.0,1.140786051750183,0.3893335461616516,0.8577936887741089
275,9.0,1.3014851808547974,2.696984052658081,0.48572951555252075
276,10.0,0.8265662789344788,2.624558687210083,1.7595895528793335
277,11.0,1.1186367273330688,0.510955810546875,0.8095174431800842
278,12.0,0.8396158814430237,0.4492045044898987,0.3568432033061981
279,13.0,1.179146409034729,0.6763260960578918,1.5165269374847412
280,0.0,1.5741113424301147,1.3825373649597168,2.073887825012207
281,1.0,1.073281168937683,1.5610744953155518,0.489940881729126
282,2.0,0.021330617368221283,0.9275263547897339,3.7142226696014404
283,3.0,0.0014315434964373708,3.7865066528320312,2.353757619857788
284,4.0,2.434541702270508,0.683195173740387,1.2997846603393555
285,5.0,1.8724420070648193,2.4640960693359375,0.06852172315120697
286,6.0,3.607461452484131,2.6633012294769287,1.6079235076904297
287,7.0,2.406986713409424,3.4062535762786865,1.5142760276794434
288,8.0,0.7018448710441589,2.229102849960327,3.761101007461548
289,9.0,0.9503740668296814,3.0821337699890137,2.5710456371307373
290,10.0,2.3327112197875977,0.27573081851005554,3.476175308227539
291,11.0,3.556715726852417,2.333422899246216,3.421367645263672
292,12.0,3.2641665935516357,0.9693070650100708,1.6868752241134644
293,13.0,0.0923488587141037,3.687539577484131,3.7944657802581787
294,0.0,0.47977957129478455,0.6691102385520935,0.2013603150844574
295,1.0,1.2191535234451294,0.8903446197509766,3.755263090133667
296,2.0,0.9394989013671875,0.7635828852653503,0.6989502310752869
297,3.0,0.4631217420101166,2.058516502380371,0.04267960786819458
298,4.0,1.1867457628250122,0.9871870875358582,0.927826464176178
299,5.0,1.1683642864227295,1.193643569946289,1.187111496925354
