n_el,n_up,sampling_time,energy_time,kfac_time
19,19,0.004121173453330994,0.04792625515460968,0.0934204590320587
27,27,0.005441993355751038,0.10396568739414215,0.15289318466186524
28,14,0.008280047988891601,0.15439960827827454,0.1831239964962006
33,33,0.007319622373580932,0.2518837970733643,0.1028691427707672
