n_el,n_up,sampling_time,energy_time,kfac_time
2,2,0.01738350260257721,0.013712041735649109,0.03075403499603271
3,3,0.017370209980010987,0.01857168550491333,0.03205760455131531
4,4,0.018046554923057557,0.022643816590309142,0.030710119485855104
5,5,0.01769722785949707,0.02936238942146301,0.033126326799392716
6,6,0.017901818490028382,0.03320020749568939,0.03398725438117982
7,7,0.018058858966827393,0.042065693044662476,0.03562523031234741
8,8,0.018722043085098266,0.048444547128677365,0.033655506849288946
9,9,0.019930582213401795,0.058698542428016656,0.03911064219474793
10,10,0.022388822627067567,0.07294712250232696,0.04094144797325133
11,11,0.02393712797164917,0.08692035422325135,0.04243996381759642
12,12,0.028325375390052795,0.1131782526254654,0.043498128414154055
13,13,0.03111903965473175,0.13448895132541655,0.04596487498283386
14,14,0.034727229976654055,0.16561828312873839,0.05039190173149111
15,15,0.03841337993144989,0.19103475806713105,0.05582117629051209
16,16,0.0385656653881073,0.2150032323360443,0.05889335322380068
17,17,0.04749761817455292,0.27110555293560024,0.06696837162971503
18,18,0.05102149746417999,0.31553850152492524,0.06406772541999817
19,19,0.055854312252998355,0.3740425178289413,0.07099045443534857
20,20,0.06047548801898956,0.4317590789079666,0.07270955681800839
21,21,0.07175199766159057,0.5276643074035644,0.08135562872886659
22,22,0.07680574412345886,0.5921008418083191,0.09077916121482843
23,23,0.08348168680667878,0.6748398947954177,0.09382863354682924
24,24,0.08826181316375732,0.7500925989151,0.09132468342781064
25,25,0.098165553855896,0.8669799701690674,0.09284427714347854
26,26,0.10572716453075409,0.9770510174989702,0.10009120059013354
27,27,0.1152284095287323,1.1025860090255737,0.10971559286117549
28,28,0.13666232178211213,1.4126999988794327,0.11934825801849369
29,29,0.14679373891353606,1.5764098440885543,0.11417652750015272
30,30,0.1575095988512039,1.7149198924303055,0.12855615568161016
31,31,0.17134360947608948,1.9279095827102664,0.13763673901557905
32,32,0.1600168532848358,3.1947412102699277,0.1314347443580628
33,33,0.19677877676486968,4.250351831316948,0.1379943926334386
34,34,0.21012986822128296,4.857978894281388,0.14788198995590207
35,35,0.22352102653980255,5.304499648880959,0.1548424382209781
36,36,0.2378276861190796,5.787600506973266,0.07384460449218722
37,37,0.2535347866296768,6.503101898264885,0.18712210631370496
